date,ind,result,indt,temp,indw,wetb,dewpt,vappr,rhum,msl,indm,wdsp,indwd,wddir,ww,w,sun,vis,clht,clamt
28-jul-2010 04:00,0,0.0,0,10.7,0,10.2,9.8,12.0,94,1021.0,2,3,2,240,2,11,0.0,40000,999,4
28-jul-2010 05:00,3,0.0,0,9.6,0,9.6,9.5,11.9,100,1021.2,2,4,2,230,2,11,0.6,40000,200,5
28-jul-2010 06:00,3,0.0,0,11.9,0,11.5,11.1,13.2,95,1020.9,2,3,2,220,2,11,0.0,40000,200,7
28-jul-2010 07:00,0,0.0,0,13.4,0,12.8,12.3,14.3,93,1020.7,2,3,2,220,2,11,0.7,40000,35,7
28-jul-2010 08:00,0,0.0,0,14.1,0,13.4,12.8,14.8,92,1020.8,2,5,2,220,2,11,0.0,40000,40,7
28-jul-2010 09:00,0,0.0,0,14.6,0,13.9,13.3,15.3,92,1020.6,2,6,2,230,2,11,0.0,20000,15,8
28-jul-2010 10:00,2,0.0,0,14.6,0,14.4,14.3,16.2,98,1020.6,2,5,2,250,50,52,0.0,7000,8,8
28-jul-2010 11:00,2,0.0,0,15.8,0,15.2,14.8,16.8,94,1020.3,2,5,2,270,20,52,0.9,30000,6,7
28-jul-2010 12:00,0,0.0,0,18.3,0,15.9,14.1,16.1,77,1019.9,2,7,2,310,1,52,1.0,40000,30,6
28-jul-2010 13:00,0,0.0,0,18.8,0,16.0,14.0,15.9,73,1019.7,2,10,2,310,2,11,1.0,50000,30,5
28-jul-2010 14:00,0,0.0,0,19.0,0,15.5,12.8,14.8,67,1019.5,2,10,2,330,2,11,1.0,50000,20,5
28-jul-2010 15:00,0,0.0,0,19.6,0,15.4,12.1,14.1,62,1019.3,2,12,2,330,2,11,1.0,60000,250,4
28-jul-2010 16:00,0,0.0,0,19.1,0,14.9,11.6,13.6,61,1019.3,2,11,2,320,2,11,1.0,60000,999,4
28-jul-2010 17:00,0,0.0,0,18.8,0,14.7,11.3,13.4,62,1019.6,2,12,2,330,2,11,0.9,60000,999,4
28-jul-2010 18:00,0,0.0,0,17.2,0,13.6,10.5,12.7,65,1019.9,2,13,2,350,2,11,0.8,60000,250,4
28-jul-2010 19:00,0,0.0,0,15.5,0,12.5,9.8,12.1,69,1020.4,2,14,2,350,2,11,0.3,50000,250,4
28-jul-2010 20:00,0,0.0,0,15.0,0,12.5,10.2,12.5,73,1020.8,2,10,2,320,2,11,0.3,35000,999,3
28-jul-2010 21:00,0,0.0,0,14.2,0,12.1,10.2,12.4,77,1021.2,2,8,2,310,2,11,0.0,30000,999,3
28-jul-2010 22:00,0,0.0,0,13.1,0,11.5,10.1,12.3,82,1021.6,2,7,2,320,2,11,0.0,30000,999,1
28-jul-2010 23:00,0,0.0,0,12.3,0,11.2,10.1,12.4,87,1021.6,2,6,2,320,2,11,0.0,20000,999,1
29-jul-2010 00:00,0,0.0,0,12.5,0,11.5,10.5,12.8,88,1021.6,2,3,2,350,2,11,0.0,20000,19,6
29-jul-2010 01:00,0,0.0,0,13.1,0,11.8,10.6,12.8,85,1021.5,2,6,2,340,2,11,0.0,20000,15,7
29-jul-2010 02:00,0,0.0,0,13.1,0,12.0,11.1,13.1,87,1020.9,2,8,2,340,2,11,0.0,20000,12,8
29-jul-2010 03:00,0,0.0,0,13.0,0,12.2,11.4,13.6,91,1020.7,2,8,2,320,2,11,0.0,20000,11,8
29-jul-2010 04:00,0,0.0,0,13.0,0,12.1,11.3,13.4,89,1020.5,2,7,2,330,2,11,0.0,20000,11,7
29-jul-2010 05:00,0,0.0,0,13.0,0,12.1,11.3,13.4,89,1020.3,2,5,2,330,2,11,0.0,27000,11,7
29-jul-2010 06:00,0,0.0,0,13.0,0,12.2,11.4,13.6,91,1020.9,2,5,2,320,2,11,0.0,20000,10,7
29-jul-2010 07:00,2,0.0,0,12.8,0,12.4,12.1,14.1,95,1020.8,2,5,2,310,20,52,0.0,20000,14,7
29-jul-2010 08:00,2,0.0,0,13.4,0,12.5,11.7,13.8,90,1020.8,2,4,2,300,20,52,0.0,25000,12,7
29-jul-2010 09:00,0,0.0,0,13.4,0,12.2,11.2,13.2,86,1020.5,2,3,2,290,2,52,0.0,40000,10,7
29-jul-2010 10:00,0,0.0,0,14.0,0,12.7,11.5,13.6,85,1020.9,2,3,2,290,2,11,0.0,40000,12,7
29-jul-2010 11:00,0,0.0,0,14.3,0,12.4,10.8,12.9,79,1021.0,2,4,2,310,2,11,0.3,50000,12,7
29-jul-2010 12:00,0,0.0,0,16.4,0,14.0,12.1,14.1,75,1020.2,2,4,2,290,1,52,1.0,60000,16,6
29-jul-2010 13:00,0,0.0,0,17.9,0,14.8,12.4,14.3,70,1019.8,2,4,2,290,2,11,1.0,60000,19,6
29-jul-2010 14:00,0,0.0,0,18.5,0,15.7,13.7,15.6,73,1019.4,2,5,2,190,2,11,1.0,60000,22,6
29-jul-2010 15:00,0,0.0,0,18.4,0,16.0,14.3,16.3,77,1019.2,2,8,2,200,2,11,1.0,60000,23,6
29-jul-2010 16:00,0,0.0,0,18.4,0,16.2,14.7,16.6,79,1018.9,2,9,2,200,2,11,0.7,60000,29,6
29-jul-2010 17:00,0,0.0,0,18.3,0,16.6,15.5,17.5,83,1018.6,2,10,2,200,2,11,1.0,60000,100,6
29-jul-2010 18:00,0,0.0,0,17.5,0,15.6,14.2,16.2,81,1018.2,2,9,2,200,2,11,0.8,60000,100,5
29-jul-2010 19:00,0,0.0,0,16.7,0,15.5,14.7,16.6,88,1018.1,2,7,2,190,2,11,0.3,60000,999,3
29-jul-2010 20:00,0,0.0,0,16.1,0,15.6,15.2,17.3,95,1017.8,2,5,2,180,2,11,0.0,50000,110,7
29-jul-2010 21:00,0,0.0,0,16.0,0,15.7,15.4,17.6,97,1017.6,2,4,2,200,2,11,0.0,50000,80,7
29-jul-2010 22:00,0,0.0,0,16.1,0,15.8,15.6,17.7,97,1017.5,2,4,2,220,2,11,0.0,50000,100,7
29-jul-2010 23:00,0,0.0,0,15.2,0,15.1,15.0,17.1,99,1017.1,2,4,2,230,2,11,0.0,50000,80,7
30-jul-2010 00:00,0,0.0,0,15.2,0,15.2,15.2,17.3,100,1016.8,2,3,2,220,2,11,0.0,40000,22,7
30-jul-2010 01:00,0,0.0,0,15.0,0,15.0,15.0,17.0,100,1016.4,2,4,2,230,2,11,0.0,30000,3,8
30-jul-2010 02:00,0,0.0,0,15.0,0,15.0,15.0,17.0,100,1015.9,2,6,2,230,2,11,0.0,30000,3,8
30-jul-2010 03:00,0,0.0,0,14.9,0,14.9,14.9,16.9,100,1015.1,2,5,2,210,2,11,0.0,30000,3,8
30-jul-2010 04:00,0,0.0,0,14.8,0,14.8,14.8,16.8,100,1014.5,2,7,2,230,2,11,0.0,30000,4,7
30-jul-2010 05:00,0,0.0,0,14.7,0,14.7,14.7,16.7,100,1013.9,2,8,2,230,2,11,0.0,20000,4,7
30-jul-2010 06:00,0,0.0,0,14.5,0,14.5,14.5,16.5,100,1013.9,2,6,2,220,2,11,0.0,20000,3,7
30-jul-2010 07:00,0,0.0,0,15.0,0,15.0,15.0,17.0,100,1013.7,2,8,2,230,2,11,0.0,20000,4,7
30-jul-2010 08:00,0,0.0,0,15.4,0,15.4,15.4,17.5,100,1013.6,2,10,2,230,10,22,0.0,4000,1,8
30-jul-2010 09:00,0,0.0,0,16.3,0,16.3,16.3,18.5,100,1013.2,2,8,2,220,2,11,0.0,18000,3,8
30-jul-2010 10:00,0,0.0,0,18.1,0,17.8,17.6,20.1,97,1012.6,2,9,2,230,2,11,0.0,25000,5,8
30-jul-2010 11:00,0,0.0,0,18.9,0,18.5,18.2,21.0,96,1012.1,2,9,2,230,2,11,0.2,30000,6,7
30-jul-2010 12:00,0,0.0,0,20.3,0,19.0,18.3,20.9,88,1011.9,2,8,2,250,2,11,0.0,40000,11,7
30-jul-2010 13:00,0,0.0,0,20.4,0,18.7,17.7,20.2,84,1011.9,2,9,2,260,2,11,0.0,40000,12,8
30-jul-2010 14:00,0,0.0,0,19.3,0,18.0,17.1,19.6,88,1012.2,2,11,2,300,2,11,0.0,40000,9,8
30-jul-2010 15:00,0,0.0,0,19.4,0,17.2,15.8,17.9,79,1012.4,2,11,2,300,2,11,0.6,40000,9,8
30-jul-2010 16:00,0,0.0,0,19.8,0,16.7,14.6,16.5,72,1012.5,2,12,2,300,2,11,0.7,50000,18,7
30-jul-2010 17:00,0,0.0,0,18.8,0,16.0,14.0,15.9,73,1012.8,2,13,2,300,2,11,0.7,50000,18,7
30-jul-2010 18:00,0,0.0,0,18.4,0,15.8,13.8,15.9,75,1012.6,2,13,2,300,2,11,0.3,50000,39,7
30-jul-2010 19:00,0,0.0,0,16.6,0,14.1,12.1,14.1,75,1013.3,2,14,2,320,2,11,0.0,45000,30,7
30-jul-2010 20:00,0,0.0,0,15.9,0,13.3,11.1,13.2,73,1013.6,2,11,2,310,2,11,0.0,50000,34,7
30-jul-2010 21:00,0,0.0,0,15.3,0,13.2,11.4,13.5,78,1014.2,2,9,2,300,2,11,0.0,50000,28,7
30-jul-2010 22:00,0,0.0,0,14.6,0,12.8,11.3,13.3,80,1014.3,2,8,2,300,2,11,0.0,50000,30,7
30-jul-2010 23:00,0,0.0,0,14.4,0,12.7,11.3,13.3,81,1014.3,2,6,2,270,2,11,0.0,40000,30,7
31-jul-2010 00:00,0,0.2,0,14.0,0,13.1,12.3,14.3,90,1014.4,2,8,2,270,80,82,0.0,20000,14,8
31-jul-2010 01:00,2,0.0,0,13.2,0,12.7,12.2,14.3,94,1014.1,2,7,2,290,25,82,0.0,30000,30,6
31-jul-2010 02:00,2,0.0,0,13.1,0,12.6,12.1,14.2,94,1013.8,2,6,2,280,25,82,0.0,30000,30,7
31-jul-2010 03:00,0,0.0,0,12.6,0,12.2,11.8,13.9,95,1013.6,2,5,2,270,2,82,0.0,25000,32,7
31-jul-2010 04:00,0,0.0,0,11.8,0,11.6,11.5,13.5,98,1013.4,2,5,2,220,2,11,0.0,30000,30,6
31-jul-2010 05:00,0,0.0,0,12.5,0,12.1,11.8,13.8,95,1013.3,2,5,2,240,2,11,0.0,30000,17,7
31-jul-2010 06:00,0,0.0,0,12.4,0,12.2,12.1,14.0,98,1013.6,2,6,2,230,2,82,0.0,30000,30,7
31-jul-2010 07:00,0,0.2,0,12.5,0,12.5,12.5,14.5,100,1013.6,2,6,2,230,20,52,0.0,30000,30,7
31-jul-2010 08:00,0,0.0,0,13.4,0,13.2,13.1,15.0,98,1013.6,2,6,2,230,2,11,0.0,40000,16,7
31-jul-2010 09:00,0,0.0,0,14.9,0,14.3,13.9,15.8,93,1013.4,2,8,2,230,3,52,0.1,40000,14,7
31-jul-2010 10:00,0,0.0,0,15.5,0,14.3,13.4,15.3,87,1013.0,2,8,2,240,2,11,0.0,30000,12,7
31-jul-2010 11:00,2,0.0,0,15.7,0,15.4,15.1,17.2,97,1012.8,2,10,2,240,50,52,0.5,12000,13,7
31-jul-2010 12:00,0,0.0,0,17.8,0,15.0,12.9,14.8,73,1012.3,2,12,2,250,1,52,0.1,40000,15,6
31-jul-2010 13:00,0,0.1,0,15.3,0,14.4,13.7,15.7,90,1012.6,2,13,2,260,80,82,0.3,25000,15,7
31-jul-2010 14:00,2,0.0,0,17.7,0,14.6,12.2,14.1,70,1012.5,2,13,2,300,25,82,0.7,40000,200,4
31-jul-2010 15:00,0,0.0,0,16.5,0,13.2,10.3,12.5,67,1012.9,2,17,2,300,3,82,0.8,50000,40,7
31-jul-2010 16:00,0,0.0,0,18.0,0,14.0,10.7,12.8,62,1012.8,2,15,2,300,2,11,0.6,50000,38,6
31-jul-2010 17:00,0,0.0,0,16.7,0,13.3,10.4,12.5,66,1013.3,2,13,2,300,2,11,0.0,50000,38,7
31-jul-2010 18:00,0,0.0,0,15.8,0,13.0,10.6,12.7,71,1013.4,2,11,2,300,3,82,0.0,50000,40,7
31-jul-2010 19:00,0,0.0,0,15.3,0,12.6,10.2,12.4,72,1013.7,2,11,2,300,2,11,0.0,45000,40,7
31-jul-2010 20:00,0,0.0,0,14.7,0,12.4,10.4,12.6,75,1014.1,2,12,2,290,2,11,0.0,40000,37,7
31-jul-2010 21:00,0,0.0,0,14.4,0,12.3,10.5,12.6,77,1014.3,2,8,2,280,2,11,0.0,40000,32,7
31-jul-2010 22:00,2,0.0,0,13.5,0,12.4,11.5,13.5,87,1014.9,2,6,2,300,25,82,0.0,30000,15,7
31-jul-2010 23:00,2,0.0,0,13.1,0,12.4,11.7,13.8,92,1014.7,2,6,2,280,80,82,0.0,30000,17,7
01-aug-2010 00:00,2,0.0,0,13.0,0,12.5,12.0,14.1,94,1014.7,2,6,2,270,25,82,0.0,30000,18,7
01-aug-2010 01:00,2,0.0,0,12.9,0,12.4,11.9,14.0,94,1014.5,2,4,2,270,25,82,0.0,30000,16,7
01-aug-2010 02:00,0,0.0,0,12.3,0,12.0,11.7,13.8,96,1014.2,2,2,2,230,2,11,0.0,30000,28,7
01-aug-2010 03:00,0,0.0,0,12.6,0,12.2,11.9,13.9,95,1014.2,2,3,2,230,1,82,0.0,30000,32,7
01-aug-2010 04:00,2,0.0,0,12.8,0,12.3,11.8,13.9,94,1013.9,2,4,2,260,80,82,0.0,30000,30,7
