date,ind,result,indt,temp,indw,wetb,dewpt,vappr,rhum,msl,indm,wdsp,indwd,wddir,ww,w,sun,vis,clht,clamt
09-nov-2010 02:00,0.0,0.0,0,5.8,0.0,5.3,4.6,8.5,92.0,971.3,2.0,16,2,340.0,2,11.0,0.0,20000,14.0,7
09-nov-2010 03:00,0.0,0.0,0,5.5,0.0,5.0,4.3,8.3,92.0,972.5,2.0,14,2,350.0,2,11.0,0.0,20000,11.0,7
09-nov-2010 04:00,0.0,0.0,0,5.4,0.0,4.9,4.2,8.3,92.0,973.5,2.0,14,2,350.0,2,11.0,0.0,20000,11.0,8
09-nov-2010 05:00,0.0,0.0,0,5.5,0.0,4.9,4.2,8.2,91.0,975.1,2.0,15,2,350.0,2,11.0,0.0,25000,12.0,7
09-nov-2010 06:00,0.0,0.0,0,5.8,0.0,5.3,4.6,8.5,92.0,976.8,2.0,15,2,350.0,2,11.0,0.0,25000,18.0,7
09-nov-2010 07:00,0.0,0.0,0,6.0,0.0,5.5,4.9,8.6,92.0,978.4,2.0,14,2,360.0,2,11.0,0.0,25000,12.0,7
09-nov-2010 08:00,0.0,0.0,0,6.3,0.0,5.6,4.7,8.5,89.0,980.5,2.0,16,2,360.0,2,11.0,0.2,30000,40.0,5
09-nov-2010 09:00,0.0,0.0,0,6.9,0.0,6.0,4.8,8.6,87.0,982.8,2.0,18,2,360.0,2,11.0,0.1,25000,19.0,7
09-nov-2010 10:00,0.0,0.1,0,7.3,0.0,5.9,4.1,8.2,80.0,984.4,2.0,19,2,10.0,25,82.0,0.7,25000,180.0,5
09-nov-2010 11:00,0.0,0.0,0,7.6,0.0,6.3,4.6,8.5,82.0,985.9,2.0,19,2,360.0,2,11.0,1.0,30000,180.0,5
09-nov-2010 12:00,0.0,0.0,0,8.0,0.0,6.3,4.0,8.2,76.0,986.9,2.0,20,2,360.0,2,11.0,0.5,30000,17.0,7
09-nov-2010 13:00,0.0,0.0,0,8.4,0.0,6.5,4.1,8.2,74.0,988.0,2.0,18,2,10.0,2,11.0,0.1,30000,19.0,7
09-nov-2010 14:00,2.0,0.0,0,8.2,0.0,6.5,4.4,8.3,77.0,989.3,2.0,17,2,360.0,25,82.0,0.2,30000,19.0,6
09-nov-2010 15:00,0.0,0.0,0,8.1,0.0,6.3,3.9,8.1,75.0,990.2,2.0,16,2,360.0,1,81.0,0.6,30000,999.0,3
09-nov-2010 16:00,0.0,0.0,0,8.0,0.0,6.1,3.6,7.9,74.0,991.9,2.0,15,2,360.0,2,11.0,1.0,45000,999.0,3
09-nov-2010 17:00,0.0,0.0,0,7.0,0.0,5.6,3.8,8.0,80.0,993.4,2.0,12,2,350.0,2,11.0,0.2,45000,999.0,3
09-nov-2010 18:00,0.0,0.0,0,7.0,0.0,5.5,3.5,7.8,78.0,994.7,2.0,10,2,350.0,3,81.0,0.0,40000,22.0,7
09-nov-2010 19:00,0.0,0.0,0,6.6,0.0,5.1,3.0,7.6,78.0,995.8,2.0,10,2,360.0,2,11.0,0.0,40000,999.0,3
09-nov-2010 20:00,0.0,0.0,0,6.3,0.0,4.9,2.8,7.5,79.0,997.0,2.0,11,2,360.0,2,11.0,0.0,30000,22.0,7
09-nov-2010 21:00,0.0,0.0,0,5.9,0.0,4.5,2.5,7.3,79.0,997.3,2.0,10,2,350.0,2,11.0,0.0,30000,999.0,2
09-nov-2010 22:00,0.0,0.0,0,5.3,0.0,4.1,2.4,7.2,81.0,998.0,2.0,9,2,350.0,2,11.0,0.0,30000,999.0,2
09-nov-2010 23:00,0.0,0.0,0,4.4,0.0,3.6,2.3,7.3,87.0,998.6,2.0,8,2,320.0,2,11.0,0.0,30000,999.0,1
10-nov-2010 00:00,3.0,0.0,0,4.0,0.0,3.2,2.0,7.0,87.0,999.2,2.0,7,2,320.0,2,11.0,0.0,25000,999.0,0
10-nov-2010 01:00,3.0,0.0,0,3.8,0.0,3.0,1.8,6.9,87.0,999.7,2.0,8,2,320.0,2,11.0,0.0,20000,999.0,0
10-nov-2010 02:00,3.0,0.0,0,3.0,0.0,2.4,1.5,6.8,89.0,999.5,2.0,9,2,320.0,2,11.0,0.0,20000,999.0,0
10-nov-2010 03:00,3.0,0.0,0,2.7,0.0,2.1,1.0,6.6,89.0,1000.2,2.0,8,2,320.0,2,11.0,0.0,25000,999.0,0
10-nov-2010 04:00,3.0,0.0,0,2.3,0.0,2.1,1.7,6.9,96.0,1000.8,2.0,10,2,330.0,2,11.0,0.0,25000,999.0,0
10-nov-2010 05:00,3.0,0.0,0,2.1,0.0,1.9,1.6,6.8,96.0,1001.4,2.0,8,2,340.0,2,11.0,0.0,30000,999.0,0
10-nov-2010 06:00,3.0,0.0,0,2.1,0.0,1.9,1.6,6.8,96.0,1001.9,2.0,6,2,310.0,2,11.0,0.0,30000,999.0,0
10-nov-2010 07:00,3.0,0.0,0,2.2,0.0,2.0,1.7,6.9,96.0,1002.4,2.0,6,2,310.0,2,11.0,0.0,35000,999.0,1
10-nov-2010 08:00,3.0,0.0,0,2.4,0.0,2.1,1.5,6.9,95.0,1003.1,2.0,5,2,310.0,2,11.0,0.5,35000,999.0,1
10-nov-2010 09:00,3.0,0.0,0,3.3,0.0,2.7,1.7,6.9,90.0,1003.7,2.0,6,2,300.0,2,11.0,1.0,40000,999.0,1
10-nov-2010 10:00,0.0,0.0,0,5.5,0.0,4.1,1.9,7.1,78.0,1003.4,2.0,4,2,300.0,2,11.0,1.0,45000,999.0,2
10-nov-2010 11:00,0.0,0.0,0,7.4,0.0,5.0,1.6,6.8,66.0,1003.2,2.0,2,2,200.0,2,11.0,1.0,50000,999.0,2
10-nov-2010 12:00,0.0,0.0,0,7.7,0.0,5.3,1.8,7.0,67.0,1003.5,2.0,5,2,200.0,2,11.0,1.0,50000,250.0,5
10-nov-2010 13:00,0.0,0.0,0,8.1,0.0,5.7,2.4,7.2,67.0,1003.0,2.0,6,2,200.0,2,11.0,1.0,50000,250.0,6
10-nov-2010 14:00,0.0,0.0,0,7.4,0.0,5.6,3.2,7.7,74.0,1002.8,2.0,9,2,210.0,2,11.0,0.6,50000,250.0,6
10-nov-2010 15:00,0.0,0.0,0,7.1,0.0,5.6,3.7,7.9,78.0,1002.0,2.0,7,2,190.0,2,11.0,0.3,50000,250.0,7
10-nov-2010 16:00,0.0,0.0,0,6.7,0.0,5.6,4.2,8.2,84.0,1001.6,2.0,6,2,180.0,2,11.0,0.0,45000,250.0,7
10-nov-2010 17:00,0.0,0.0,0,6.6,0.0,5.9,4.9,8.7,90.0,1000.9,2.0,5,2,180.0,2,11.0,0.0,45000,80.0,7
10-nov-2010 18:00,0.0,0.0,0,7.0,0.0,6.2,5.2,8.8,88.0,1000.3,2.0,5,2,180.0,2,11.0,0.0,40000,47.0,7
10-nov-2010 19:00,0.0,0.0,0,8.0,0.0,7.3,6.5,9.7,90.0,999.1,2.0,7,2,180.0,2,11.0,0.0,40000,24.0,7
10-nov-2010 20:00,0.0,0.0,0,8.4,0.0,8.0,7.5,10.4,94.0,997.8,2.0,11,2,190.0,2,11.0,0.0,30000,13.0,7
10-nov-2010 21:00,0.0,0.0,0,8.5,0.0,7.6,6.5,9.7,88.0,996.1,2.0,12,2,200.0,2,11.0,0.0,30000,13.0,7
10-nov-2010 22:00,0.0,0.4,0,8.4,0.0,8.3,8.1,10.9,99.0,994.1,2.0,14,2,190.0,60,62.0,0.0,12000,7.0,7
10-nov-2010 23:00,0.0,0.6,0,8.3,0.0,8.3,8.2,10.9,100.0,991.9,2.0,17,2,190.0,61,66.0,0.0,5000,6.0,7
11-nov-2010 00:00,0.0,1.1,0,8.6,0.0,8.6,8.6,11.2,100.0,989.1,2.0,18,2,180.0,61,62.0,0.0,1800,3.0,8
11-nov-2010 01:00,0.0,1.6,0,9.8,0.0,9.8,9.8,12.1,100.0,986.0,2.0,20,2,190.0,61,66.0,0.0,2200,3.0,8
11-nov-2010 02:00,0.0,0.4,0,11.5,0.0,11.5,11.5,13.6,100.0,984.5,2.0,20,2,210.0,61,66.0,0.0,3500,2.0,8
11-nov-2010 03:00,0.0,0.2,0,12.3,0.0,12.3,12.3,14.3,100.0,983.6,2.0,17,2,230.0,61,66.0,0.0,3500,5.0,8
11-nov-2010 04:00,2.0,0.0,0,12.3,0.0,12.2,12.1,14.1,99.0,983.3,2.0,19,2,240.0,21,62.0,0.0,10000,10.0,7
11-nov-2010 05:00,3.0,0.0,0,11.8,0.0,11.3,10.9,13.0,94.0,983.2,2.0,18,2,250.0,10,11.0,0.0,12000,999.0,2
11-nov-2010 06:00,2.0,0.0,0,11.1,0.0,9.8,8.5,11.1,84.0,983.4,2.0,17,2,250.0,25,81.0,0.0,25000,999.0,2
11-nov-2010 07:00,0.0,0.0,0,10.1,0.0,8.2,5.9,9.3,76.0,982.5,2.0,21,2,250.0,2,11.0,0.0,25000,999.0,1
11-nov-2010 08:00,0.0,0.0,0,9.0,0.0,7.2,5.1,8.7,76.0,982.6,2.0,18,2,240.0,2,11.0,0.0,24000,999.0,1
11-nov-2010 09:00,0.0,0.1,0,9.0,0.0,7.7,6.2,9.5,82.0,982.4,2.0,19,2,240.0,80,80.0,0.2,28000,999.0,1
11-nov-2010 10:00,0.0,0.4,0,9.4,0.0,7.7,5.6,9.1,78.0,982.8,2.0,21,2,250.0,25,81.0,0.5,12000,18.0,7
11-nov-2010 11:00,0.0,0.1,0,8.3,0.0,6.5,4.2,8.2,75.0,983.3,2.0,25,2,260.0,80,81.0,0.6,26000,999.0,3
11-nov-2010 12:00,0.0,0.2,0,9.0,0.0,7.3,5.2,8.9,77.0,983.1,2.0,25,2,250.0,25,81.0,0.7,28000,28.0,4
11-nov-2010 13:00,0.0,0.3,0,9.0,0.0,7.2,5.0,8.7,76.0,983.3,2.0,25,2,250.0,25,81.0,0.4,24000,999.0,3
11-nov-2010 14:00,0.0,0.1,0,9.6,0.0,7.4,4.8,8.5,71.0,982.8,2.0,24,2,250.0,80,81.0,0.0,22000,28.0,6
11-nov-2010 15:00,0.0,0.4,0,9.0,0.0,7.5,5.7,9.2,80.0,983.6,2.0,26,2,250.0,80,81.0,0.0,25000,999.0,4
11-nov-2010 16:00,0.0,0.2,0,8.6,0.0,7.4,6.0,9.3,84.0,984.1,2.0,23,2,250.0,25,80.0,0.0,20000,999.0,1
11-nov-2010 17:00,0.0,0.1,0,9.3,0.0,7.4,5.0,8.8,75.0,984.7,2.0,24,2,250.0,25,80.0,0.0,18000,999.0,1
11-nov-2010 18:00,0.0,0.3,0,8.7,0.0,7.5,6.0,9.4,84.0,986.3,2.0,24,2,260.0,80,81.0,0.0,20000,18.0,5
11-nov-2010 19:00,2.0,0.0,0,8.5,0.0,6.7,4.4,8.4,75.0,987.5,2.0,23,2,260.0,25,81.0,0.0,20000,999.0,1
11-nov-2010 20:00,0.0,0.0,0,8.4,0.0,6.8,4.7,8.6,78.0,988.5,2.0,19,2,260.0,2,11.0,0.0,20000,999.0,1
11-nov-2010 21:00,0.0,0.0,0,8.5,0.0,6.9,5.0,8.7,78.0,989.8,2.0,15,2,250.0,3,81.0,0.0,20000,999.0,3
11-nov-2010 22:00,0.0,0.0,0,8.5,0.0,6.8,4.7,8.5,77.0,991.0,2.0,16,2,250.0,2,11.0,0.0,20000,999.0,3
11-nov-2010 23:00,0.0,0.0,0,8.4,0.0,6.7,4.6,8.4,77.0,991.8,2.0,17,2,260.0,2,11.0,0.0,20000,250.0,6
12-nov-2010 00:00,0.0,0.0,0,8.1,0.0,6.7,4.9,8.7,81.0,992.5,2.0,15,2,260.0,3,81.0,0.0,20000,200.0,6
12-nov-2010 01:00,0.0,0.0,0,8.2,0.0,6.7,4.9,8.6,79.0,993.1,2.0,15,2,250.0,2,11.0,0.0,20000,200.0,7
12-nov-2010 02:00,0.0,0.0,0,8.2,0.0,6.7,4.8,8.6,79.0,993.7,2.0,16,2,250.0,2,11.0,0.0,20000,150.0,7
12-nov-2010 03:00,0.0,0.0,0,7.7,0.0,6.2,4.3,8.3,79.0,994.0,2.0,16,2,250.0,2,11.0,0.0,20000,200.0,7
12-nov-2010 04:00,0.0,0.0,0,6.9,0.0,6.0,4.9,8.6,87.0,994.4,2.0,11,2,240.0,2,11.0,0.0,20000,28.0,7
12-nov-2010 05:00,0.0,0.1,0,6.8,0.0,6.1,5.1,8.9,90.0,994.6,2.0,10,2,250.0,25,82.0,0.0,20000,190.0,5
12-nov-2010 06:00,0.0,0.0,0,7.1,0.0,6.2,5.1,8.8,87.0,994.5,2.0,10,2,250.0,3,82.0,0.0,25000,200.0,6
12-nov-2010 07:00,0.0,0.0,0,6.9,0.0,5.9,4.6,8.5,85.0,994.6,2.0,8,2,250.0,2,11.0,0.0,25000,110.0,7
12-nov-2010 08:00,0.0,0.0,0,6.4,0.0,5.9,5.3,8.9,92.0,994.5,2.0,4,2,230.0,2,11.0,0.0,25000,60.0,7
12-nov-2010 09:00,0.0,0.0,0,7.4,0.0,7.0,6.5,9.7,94.0,994.2,2.0,8,2,230.0,2,11.0,0.0,25000,46.0,7
12-nov-2010 10:00,0.0,0.0,0,7.7,0.0,7.2,6.5,9.8,93.0,993.5,2.0,9,2,230.0,2,11.0,0.0,20000,42.0,7
12-nov-2010 11:00,2.0,0.0,0,8.1,0.0,7.4,6.5,9.7,90.0,993.4,2.0,8,2,230.0,60,62.0,0.0,16000,60.0,8
12-nov-2010 12:00,0.0,0.4,0,8.0,0.0,7.9,7.7,10.6,99.0,993.1,2.0,6,2,230.0,61,62.0,0.0,12000,29.0,8
12-nov-2010 13:00,0.0,0.7,0,8.6,0.0,8.5,8.4,11.0,99.0,992.3,2.0,5,2,250.0,21,62.0,0.0,20000,47.0,7
12-nov-2010 14:00,0.0,0.0,0,9.0,0.0,8.3,7.6,10.4,90.0,991.8,2.0,8,2,250.0,2,11.0,0.2,50000,48.0,6
12-nov-2010 15:00,0.0,0.0,0,8.1,0.0,7.6,7.1,10.0,93.0,991.8,2.0,9,2,260.0,3,62.0,0.0,50000,40.0,7
12-nov-2010 16:00,0.0,0.0,0,8.0,0.0,7.7,7.3,10.3,96.0,991.6,2.0,6,2,260.0,2,11.0,0.0,20000,210.0,4
12-nov-2010 17:00,3.0,0.0,0,6.1,0.0,5.9,5.7,9.1,97.0,991.8,2.0,6,2,250.0,2,11.0,0.0,25000,999.0,4
12-nov-2010 18:00,3.0,0.0,0,6.0,0.0,6.0,5.9,9.3,100.0,992.1,2.0,7,2,230.0,3,61.0,0.0,30000,34.0,5
12-nov-2010 19:00,3.0,0.0,0,5.4,0.0,5.4,5.4,9.0,100.0,992.2,2.0,7,2,230.0,2,11.0,0.0,25000,999.0,1
12-nov-2010 20:00,3.0,0.0,0,5.2,0.0,5.2,5.2,8.8,100.0,992.0,2.0,7,2,230.0,2,11.0,0.0,25000,999.0,1
12-nov-2010 21:00,3.0,0.0,0,5.5,0.0,5.5,5.4,9.0,100.0,992.3,2.0,7,2,230.0,2,11.0,0.0,25000,999.0,3
12-nov-2010 22:00,3.0,0.0,0,4.8,0.0,4.8,4.8,8.6,100.0,992.6,2.0,7,2,230.0,2,11.0,0.0,25000,999.0,2
12-nov-2010 23:00,3.0,0.0,0,3.8,0.0,3.5,3.1,7.6,95.0,992.4,2.0,9,2,250.0,2,11.0,0.0,25000,999.0,1
13-nov-2010 00:00,3.0,0.1,0,3.3,0.0,3.3,3.3,7.7,100.0,992.5,2.0,7,2,230.0,2,11.0,0.0,25000,999.0,1
13-nov-2010 01:00,3.0,0.0,0,2.8,0.0,2.6,2.4,7.2,96.0,992.6,2.0,8,2,230.0,2,11.0,0.0,25000,999.0,1
13-nov-2010 02:00,3.0,0.0,0,3.8,0.0,3.6,3.4,7.7,97.0,992.7,2.0,8,2,230.0,2,11.0,0.0,25000,999.0,2
13-nov-2010 03:00,0.0,0.4,0,4.4,0.0,4.2,3.8,8.1,97.0,992.8,2.0,7,2,250.0,80,81.0,0.0,25000,20.0,7
13-nov-2010 04:00,3.0,0.0,0,3.9,0.0,3.5,2.9,7.5,93.0,992.2,2.0,9,2,250.0,2,11.0,0.0,25000,999.0,2
13-nov-2010 05:00,0.0,0.1,0,1.9,0.0,1.7,1.5,6.7,96.0,992.7,2.0,7,2,230.0,25,11.0,0.0,25000,999.0,1
13-nov-2010 06:00,3.0,0.0,0,3.4,0.0,3.3,3.1,7.7,98.0,992.3,2.0,9,2,230.0,2,81.0,0.0,25000,999.0,1
13-nov-2010 07:00,3.0,0.0,0,2.5,0.0,2.2,1.8,6.9,95.0,992.2,2.0,9,2,230.0,2,11.0,0.0,30000,999.0,2
13-nov-2010 08:00,3.0,0.0,0,2.4,0.0,2.2,1.9,7.0,96.0,992.3,2.0,5,2,240.0,2,11.0,0.2,40000,999.0,2
13-nov-2010 09:00,3.0,0.0,0,3.3,0.0,3.2,3.0,7.6,98.0,991.9,2.0,4,2,210.0,2,11.0,0.8,35000,999.0,1
13-nov-2010 10:00,0.0,0.5,0,6.0,0.0,5.4,4.6,8.5,91.0,991.8,2.0,4,2,210.0,80,81.0,0.3,12000,25.0,7
13-nov-2010 11:00,0.0,1.6,0,5.4,0.0,5.2,5.0,8.7,97.0,991.6,2.0,6,2,220.0,80,82.0,0.0,9000,27.0,7
13-nov-2010 12:00,0.0,1.3,0,5.6,0.0,5.4,5.1,8.8,97.0,990.9,2.0,5,2,220.0,80,81.0,0.0,10000,24.0,8
13-nov-2010 13:00,0.0,0.3,0,6.0,0.0,6.0,6.0,9.3,100.0,989.9,2.0,4,2,160.0,25,82.0,0.0,20000,60.0,7
13-nov-2010 14:00,2.0,0.0,0,6.8,0.0,6.4,6.0,9.3,94.0,989.6,2.0,6,2,180.0,80,82.0,0.0,10000,22.0,7
13-nov-2010 15:00,0.0,0.6,0,6.6,0.0,6.2,5.6,9.2,94.0,988.8,2.0,10,2,210.0,25,81.0,0.8,20000,999.0,2
13-nov-2010 16:00,0.0,0.0,0,6.3,0.0,5.8,5.2,8.8,92.0,988.6,2.0,10,2,230.0,2,11.0,0.7,40000,999.0,1
13-nov-2010 17:00,3.0,0.0,0,4.9,0.0,4.1,2.9,7.5,87.0,989.2,2.0,9,2,250.0,2,11.0,0.0,40000,999.0,1
13-nov-2010 18:00,3.0,0.0,0,2.4,0.0,2.0,1.3,6.7,93.0,989.7,2.0,5,2,250.0,2,81.0,0.0,35000,999.0,1
13-nov-2010 19:00,3.0,0.0,0,3.2,0.0,3.0,2.7,7.4,97.0,990.2,2.0,6,2,230.0,2,11.0,0.0,30000,999.0,1
13-nov-2010 20:00,3.0,0.0,0,2.3,0.0,2.1,1.9,6.9,96.0,990.2,2.0,6,2,230.0,2,11.0,0.0,30000,999.0,1
13-nov-2010 21:00,3.0,0.0,0,2.9,0.0,2.5,1.8,7.0,93.0,990.5,2.0,5,2,240.0,2,11.0,0.0,30000,999.0,1
13-nov-2010 22:00,3.0,0.0,0,2.7,0.0,2.2,1.3,6.8,91.0,990.9,2.0,5,2,270.0,2,11.0,0.0,30000,999.0,3
13-nov-2010 23:00,3.0,0.0,0,1.2,0.0,1.0,0.6,6.4,96.0,991.0,2.0,5,2,240.0,2,11.0,0.0,30000,999.0,1
14-nov-2010 00:00,3.0,0.0,0,3.3,0.0,3.1,2.7,7.5,97.0,991.0,2.0,5,2,240.0,2,11.0,0.0,30000,999.0,1
14-nov-2010 01:00,3.0,0.0,0,2.6,0.0,2.4,2.0,7.1,96.0,991.3,2.0,4,2,240.0,2,11.0,0.0,30000,999.0,1
14-nov-2010 02:00,3.0,0.0,0,2.3,0.0,2.0,1.4,6.8,95.0,991.2,2.0,5,2,290.0,2,11.0,0.0,30000,999.0,1
14-nov-2010 03:00,3.0,0.0,0,1.9,0.0,1.8,1.6,6.9,98.0,991.5,2.0,5,2,310.0,2,11.0,0.0,30000,999.0,1
14-nov-2010 04:00,3.0,0.0,0,2.7,0.0,2.3,1.7,6.9,93.0,991.7,2.0,5,2,300.0,2,11.0,0.0,30000,999.0,1
14-nov-2010 05:00,3.0,0.0,0,2.5,0.0,2.1,1.5,6.8,93.0,992.0,2.0,4,2,280.0,2,11.0,0.0,30000,999.0,1
14-nov-2010 06:00,3.0,0.0,0,2.7,0.0,2.2,1.5,6.8,91.0,992.4,2.0,2,2,240.0,2,11.0,0.0,25000,999.0,1
14-nov-2010 07:00,3.0,0.0,0,1.7,0.0,1.0,-0.2,6.0,87.0,993.2,2.0,4,2,300.0,2,11.0,0.0,25000,999.0,2
14-nov-2010 08:00,3.0,0.0,0,2.2,0.0,1.9,1.5,6.8,95.0,993.8,2.0,6,2,310.0,2,11.0,0.1,40000,999.0,2
14-nov-2010 09:00,3.0,0.0,0,2.4,0.0,2.0,1.4,6.7,93.0,994.8,2.0,7,2,300.0,2,11.0,1.0,40000,999.0,1
14-nov-2010 10:00,0.0,0.0,0,4.2,0.0,3.3,2.0,7.0,85.0,995.3,2.0,5,2,310.0,2,11.0,1.0,50000,999.0,1
14-nov-2010 11:00,0.0,0.0,0,5.4,0.0,4.3,2.6,7.4,83.0,996.0,2.0,4,2,300.0,2,11.0,1.0,50000,999.0,1
14-nov-2010 12:00,0.0,0.0,0,7.2,0.0,5.4,2.8,7.5,74.0,996.2,2.0,3,2,290.0,2,11.0,1.0,50000,999.0,1
14-nov-2010 13:00,0.0,0.0,0,8.1,0.0,6.3,3.9,8.1,75.0,996.2,2.0,2,2,200.0,2,11.0,1.0,50000,999.0,1
14-nov-2010 14:00,0.0,0.0,0,8.7,0.0,6.3,3.2,7.6,68.0,996.8,2.0,4,2,230.0,2,11.0,1.0,50000,999.0,1
14-nov-2010 15:00,0.0,0.0,0,8.3,0.0,6.0,3.0,7.5,69.0,997.5,2.0,4,2,240.0,2,11.0,0.9,50000,999.0,2
14-nov-2010 16:00,0.0,0.0,0,6.7,0.0,5.1,2.9,7.5,76.0,998.6,2.0,3,2,220.0,2,11.0,0.4,50000,999.0,2
14-nov-2010 17:00,0.0,0.0,0,4.8,0.0,3.8,2.3,7.2,84.0,999.8,2.0,2,2,210.0,2,11.0,0.1,30000,999.0,1
14-nov-2010 18:00,3.0,0.0,0,4.2,0.0,3.7,2.9,7.6,92.0,1000.8,2.0,4,2,210.0,2,11.0,0.0,20000,999.0,1
14-nov-2010 19:00,3.0,0.0,0,4.1,0.0,3.9,3.5,7.9,97.0,1001.7,2.0,3,2,210.0,2,11.0,0.0,20000,999.0,2
14-nov-2010 20:00,3.0,0.0,0,4.0,0.0,3.8,3.5,7.9,97.0,1002.4,2.0,3,2,200.0,2,11.0,0.0,30000,999.0,1
14-nov-2010 21:00,3.0,0.0,0,4.3,0.0,3.9,3.2,7.8,93.0,1003.0,2.0,3,2,210.0,2,11.0,0.0,30000,999.0,1
14-nov-2010 22:00,3.0,0.0,0,3.9,0.0,3.3,2.5,7.3,90.0,1004.0,2.0,2,2,210.0,2,11.0,0.0,30000,999.0,1
14-nov-2010 23:00,3.0,0.0,0,3.6,0.0,3.0,2.0,7.1,90.0,1004.7,2.0,2,2,170.0,2,11.0,0.0,30000,999.0,1
15-nov-2010 00:00,3.0,0.0,0,4.1,0.0,3.4,2.3,7.2,88.0,1005.3,2.0,2,2,170.0,2,11.0,0.0,30000,999.0,1
15-nov-2010 01:00,3.0,0.0,0,3.1,0.0,2.7,2.0,7.1,93.0,1005.5,2.0,4,2,130.0,2,11.0,0.0,30000,999.0,1
15-nov-2010 02:00,3.0,0.0,0,3.7,0.0,3.3,2.7,7.4,93.0,1006.0,2.0,3,2,150.0,2,11.0,0.0,30000,999.0,1
15-nov-2010 03:00,3.0,0.0,0,4.0,0.0,3.2,2.0,7.0,87.0,1006.5,2.0,1,2,220.0,2,11.0,0.0,30000,999.0,3
15-nov-2010 04:00,3.0,0.0,0,3.8,0.0,3.6,3.4,7.7,97.0,1006.8,2.0,1,2,130.0,2,11.0,0.0,30000,40.0,4
15-nov-2010 05:00,0.0,0.8,0,3.6,0.0,3.2,2.7,7.4,93.0,1007.3,2.0,2,2,170.0,25,82.0,0.0,30000,40.0,7
15-nov-2010 06:00,2.0,0.0,0,2.3,0.0,2.1,1.8,6.9,96.0,1008.3,2.0,4,2,310.0,25,81.0,0.0,20000,999.0,1
15-nov-2010 07:00,0.0,0.1,0,3.7,0.0,3.5,3.3,7.7,97.0,1009.3,2.0,5,2,310.0,25,81.0,0.0,30000,999.0,1
