date,clamt,rhum,wdsp,wddir,indm,ind,indt,indwd,sun,clht,temp,msl,indw,vis,vappr,ww,result,w,wetb,dewpt
26-jan-2025 14:00,7,86,20,190,2,0,0,2,0.3,18,8.9,968.7,0,6000,9.8,25,1.1,82,7.9,6.7
26-jan-2025 15:00,3,75,25,210,2,0,0,2,0.4,999,9.4,968.7,0,7000,8.8,10,0.0,86,7.5,5.1
26-jan-2025 16:00,7,84,23,210,2,0,0,2,0.3,22,7.3,968.8,0,6000,8.6,25,0.1,82,6.2,4.7
26-jan-2025 17:00,6,83,16,190,2,0,0,2,0.0,23,7.5,968.3,0,6000,8.6,10,0.0,22,6.3,4.7
26-jan-2025 18:00,6,76,17,190,2,0,0,2,0.0,23,7.4,968.3,0,7000,7.8,10,0.0,86,5.7,3.5
26-jan-2025 19:00,6,77,16,180,2,0,0,2,0.0,23,7.2,968.5,0,20000,7.8,2,0.0,11,5.6,3.5
26-jan-2025 20:00,3,88,15,190,2,0,0,2,0.0,999,5.8,968.3,0,20000,8.1,25,0.6,81,5.0,3.8
26-jan-2025 21:00,6,89,17,200,2,0,0,2,0.0,18,4.9,968.6,0,18000,7.7,80,0.5,81,4.2,3.3
26-jan-2025 22:00,6,84,15,190,2,0,0,2,0.0,60,5.4,967.9,0,25000,7.6,25,0.2,82,4.4,3.0
26-jan-2025 23:00,6,85,15,200,2,0,0,2,0.0,40,5.9,967.5,0,18000,7.9,25,0.8,82,4.9,3.5
27-jan-2025 00:00,6,87,19,210,2,0,0,2,0.0,40,4.9,966.9,0,12000,7.5,80,0.8,81,4.1,2.9
27-jan-2025 01:00,6,77,19,190,2,0,0,2,0.0,30,6.2,966.1,0,20000,7.3,25,0.4,82,4.7,2.5
27-jan-2025 02:00,7,94,21,210,2,0,0,2,0.0,30,4.9,965.3,0,16000,8.1,80,2.6,82,4.5,4.0
27-jan-2025 03:00,7,92,21,200,2,0,0,2,0.0,14,5.0,964.4,0,20000,8.0,25,1.2,82,4.5,3.9
27-jan-2025 04:00,6,94,22,190,2,0,0,2,0.0,16,5.8,962.9,0,12000,8.6,60,1.6,62,5.4,4.8
27-jan-2025 05:00,7,91,26,210,2,0,0,2,0.0,16,6.1,962.9,0,12000,8.5,61,1.0,66,5.5,4.8
27-jan-2025 06:00,7,91,25,210,2,0,0,2,0.0,18,6.0,963.2,0,18000,8.5,61,0.6,86,5.4,4.5
27-jan-2025 07:00,7,84,26,210,2,2,0,2,0.0,22,6.5,963.4,0,20000,8.1,25,0.0,82,5.4,4.0
27-jan-2025 08:00,7,86,24,210,2,0,0,2,0.0,22,6.1,963.2,0,20000,8.1,25,0.1,82,5.2,3.9
27-jan-2025 09:00,7,92,22,190,2,0,0,2,0.0,10,6.0,962.9,0,6000,8.6,80,1.2,82,5.5,4.9
27-jan-2025 10:00,7,97,23,200,2,0,0,2,0.0,5,6.6,962.3,0,4000,9.4,80,0.6,82,6.4,6.1
27-jan-2025 11:00,7,97,21,190,2,0,0,2,0.0,5,7.1,962.4,0,4000,9.8,80,0.9,82,6.9,6.6
27-jan-2025 12:00,7,97,18,200,2,0,0,2,0.0,5,7.5,962.2,0,4000,10.1,80,1.7,82,7.3,7.0
27-jan-2025 13:00,7,97,17,210,2,0,0,2,0.0,5,8.2,962.2,0,4000,10.6,80,3.1,82,8.0,7.7
27-jan-2025 14:00,7,96,16,210,2,0,0,2,0.0,8,8.8,962.1,0,4000,10.9,80,0.3,82,8.5,8.2
27-jan-2025 15:00,7,95,15,210,2,2,0,2,0.0,10,8.9,961.9,0,6000,10.8,25,0.0,82,8.5,8.0
27-jan-2025 16:00,7,93,11,180,2,0,0,2,0.0,18,8.2,961.6,0,5000,10.1,80,0.2,82,7.7,7.1
27-jan-2025 17:00,5,96,12,160,2,0,0,2,0.0,18,7.3,961.3,0,6000,9.8,25,1.5,82,7.0,6.7
27-jan-2025 18:00,7,97,9,210,2,0,0,2,0.0,9,7.3,962.5,0,7000,9.9,25,0.1,82,7.1,6.9
27-jan-2025 19:00,7,96,10,210,2,0,0,2,0.0,16,6.9,963.3,0,30000,9.5,2,0.0,11,6.6,6.2
27-jan-2025 20:00,4,95,7,230,2,3,0,2,0.0,999,5.5,964.5,0,30000,8.6,2,0.0,11,5.2,4.8
27-jan-2025 21:00,7,94,7,240,2,0,0,2,0.0,27,6.2,965.5,0,40000,8.9,2,0.0,11,5.8,5.3
27-jan-2025 22:00,7,95,10,280,2,3,0,2,0.0,18,5.7,967.2,0,30000,8.7,2,0.0,11,5.4,5.0
27-jan-2025 23:00,6,94,11,300,2,3,0,2,0.0,35,6.5,969.0,0,30000,9.1,2,0.0,11,6.1,5.7
28-jan-2025 00:00,7,96,12,280,2,0,0,2,0.0,10,7.0,971.1,0,20000,9.6,60,0.1,61,6.7,6.3
28-jan-2025 01:00,7,96,17,300,2,0,0,2,0.0,7,6.8,973.2,0,5000,9.4,60,0.4,62,6.5,6.1
28-jan-2025 02:00,7,88,18,300,2,0,0,2,0.0,14,7.1,975.1,0,30000,8.9,21,0.1,62,6.3,5.2
28-jan-2025 03:00,7,90,19,300,2,0,0,2,0.0,12,6.8,977.1,0,30000,8.9,2,0.0,62,6.1,5.2
28-jan-2025 04:00,4,78,23,300,2,0,0,2,0.0,999,6.5,979.0,0,30000,7.5,2,0.0,11,5.0,2.8
28-jan-2025 05:00,6,82,19,290,2,0,0,2,0.0,30,6.6,980.9,0,25000,8.0,2,0.0,11,5.4,3.9
28-jan-2025 06:00,7,84,15,290,2,0,0,2,0.0,30,6.9,982.4,0,30000,8.3,2,0.0,62,5.8,4.4
28-jan-2025 07:00,6,84,15,300,2,2,0,2,0.0,17,6.8,984.0,0,30000,8.3,25,0.0,82,5.7,4.3
28-jan-2025 08:00,7,91,18,280,2,0,0,2,0.1,10,6.7,985.8,0,12000,8.9,80,0.4,82,6.1,5.4
28-jan-2025 09:00,7,91,16,300,2,0,0,2,0.0,11,6.9,987.3,0,20000,9.1,80,0.1,82,6.3,5.5
28-jan-2025 10:00,7,84,19,300,2,0,0,2,0.1,16,7.5,989.0,0,20000,8.7,25,0.1,82,6.4,5.1
28-jan-2025 11:00,7,81,22,290,2,0,0,2,0.4,17,8.3,990.8,0,25000,8.8,2,0.0,11,6.9,5.2
28-jan-2025 12:00,7,78,23,300,2,0,0,2,0.4,16,8.5,992.3,0,30000,8.7,2,0.0,82,6.9,4.9
28-jan-2025 13:00,7,81,24,300,2,2,0,2,0.0,18,8.2,994.4,0,20000,8.8,25,0.0,82,6.8,5.0
28-jan-2025 14:00,7,84,20,280,2,2,0,2,0.1,14,7.5,996.1,0,20000,8.7,25,0.0,82,6.4,5.0
28-jan-2025 15:00,6,73,21,300,2,0,0,2,1.0,18,8.4,996.7,0,20000,8.0,1,0.0,82,6.4,3.9
28-jan-2025 16:00,1,70,22,300,2,0,0,2,0.9,999,8.0,997.4,0,30000,7.5,2,0.0,11,5.8,2.7
28-jan-2025 17:00,1,71,17,300,2,0,0,2,0.0,999,7.2,999.0,0,30000,7.2,2,0.0,11,5.2,2.3
28-jan-2025 18:00,4,82,13,270,2,0,0,2,0.0,22,6.2,1000.5,0,25000,7.8,3,0.0,81,5.0,3.3
28-jan-2025 19:00,5,85,13,260,2,0,0,2,0.0,18,5.7,1001.3,0,25000,7.7,2,0.0,11,4.7,3.4
28-jan-2025 20:00,1,86,11,260,2,0,0,2,0.0,999,5.3,1001.6,0,30000,7.6,2,0.0,11,4.4,3.0
28-jan-2025 21:00,1,86,8,260,2,2,0,2,0.0,999,4.8,1002.1,0,30000,7.4,25,0.0,81,3.9,2.6
28-jan-2025 22:00,2,88,6,250,2,3,0,2,0.0,999,4.1,1002.1,0,30000,7.2,2,0.0,11,3.4,2.4
28-jan-2025 23:00,1,87,8,250,2,3,0,2,0.0,999,4.0,1002.2,0,30000,7.0,2,0.0,11,3.2,2.0
29-jan-2025 00:00,1,85,5,280,2,3,0,2,0.0,999,3.7,1002.2,0,30000,6.7,2,0.0,81,2.8,1.5
29-jan-2025 01:00,3,85,3,270,2,3,0,2,0.0,999,3.6,1002.0,0,30000,6.7,2,0.0,11,2.7,1.2
29-jan-2025 02:00,4,88,4,310,2,3,0,2,0.0,200,3.0,1001.5,0,30000,6.6,2,0.0,11,2.3,1.1
29-jan-2025 03:00,5,93,5,330,2,3,0,2,0.0,180,2.5,1001.0,0,30000,6.8,2,0.0,11,2.1,1.4
29-jan-2025 04:00,6,93,5,10,2,3,0,2,0.0,160,2.5,1000.7,0,30000,6.8,2,0.0,11,2.1,1.5
29-jan-2025 05:00,6,95,8,10,2,3,0,2,0.0,130,2.2,1000.7,0,30000,6.8,2,0.0,11,1.9,1.4
29-jan-2025 06:00,6,96,9,10,2,3,0,2,0.0,120,2.2,1000.8,0,30000,6.9,2,0.0,11,2.0,1.6
29-jan-2025 07:00,7,96,9,10,2,3,0,2,0.0,120,2.5,1001.7,0,30000,7.0,2,0.0,11,2.3,1.9
29-jan-2025 08:00,7,96,8,340,2,3,0,2,0.0,120,2.6,1002.6,0,30000,7.1,2,0.0,11,2.4,2.0
29-jan-2025 09:00,7,95,7,330,2,3,0,2,0.0,120,2.7,1003.6,0,40000,7.0,2,0.0,11,2.4,1.8
29-jan-2025 10:00,7,91,8,350,2,0,0,2,0.4,170,3.4,1004.2,0,40000,7.1,2,0.0,11,2.9,2.0
29-jan-2025 11:00,6,84,9,330,2,0,0,2,1.0,170,4.5,1005.1,0,40000,7.0,2,0.0,11,3.5,2.0
29-jan-2025 12:00,3,76,11,350,2,0,0,2,1.0,999,5.9,1005.5,0,50000,7.0,2,0.0,11,4.3,2.0
29-jan-2025 13:00,3,72,17,350,2,0,0,2,0.8,999,6.8,1006.5,0,50000,7.1,2,0.0,11,4.9,2.1
29-jan-2025 14:00,5,72,19,350,2,0,0,2,0.9,200,6.6,1007.5,0,50000,7.0,2,0.0,11,4.7,2.0
29-jan-2025 15:00,4,69,17,350,2,0,0,2,0.9,200,6.8,1008.7,0,50000,6.9,2,0.0,11,4.7,1.7
29-jan-2025 16:00,3,69,17,350,2,0,0,2,0.8,999,6.7,1010.4,0,50000,6.8,2,0.0,11,4.6,1.6
29-jan-2025 17:00,2,74,16,350,2,0,0,2,0.0,999,5.7,1012.3,0,50000,6.8,2,0.0,11,4.0,1.3
29-jan-2025 18:00,4,81,13,340,2,2,0,2,0.0,18,5.0,1013.9,0,20000,7.1,25,0.0,81,3.8,1.9
29-jan-2025 19:00,1,82,11,330,2,0,0,2,0.0,999,4.2,1015.2,0,30000,6.7,2,0.0,11,3.1,1.5
29-jan-2025 20:00,1,82,14,330,2,0,0,2,0.0,999,3.9,1016.4,0,30000,6.6,2,0.0,11,2.8,1.1
29-jan-2025 21:00,1,83,12,320,2,0,0,2,0.0,999,3.4,1017.5,0,30000,6.5,2,0.0,11,2.4,0.7
29-jan-2025 22:00,1,81,11,320,2,0,0,2,0.0,999,3.1,1018.6,0,30000,6.2,2,0.0,11,2.0,0.2
29-jan-2025 23:00,1,77,6,290,2,0,0,2,0.0,999,3.9,1019.4,0,30000,6.2,2,0.0,11,2.5,0.1
30-jan-2025 00:00,1,85,5,260,2,3,0,2,0.0,999,1.7,1020.6,0,30000,5.9,2,0.0,11,0.9,-0.6
30-jan-2025 01:00,1,84,6,280,2,3,0,2,0.0,999,2.2,1021.5,0,30000,6.0,2,0.0,11,1.3,-0.2
30-jan-2025 02:00,1,84,8,300,2,3,0,2,0.0,999,2.8,1021.8,0,30000,6.3,2,0.0,11,1.9,0.3
30-jan-2025 03:00,1,87,9,300,2,3,0,2,0.0,999,2.4,1022.4,0,30000,6.3,2,0.0,11,1.7,0.4
30-jan-2025 04:00,1,87,8,300,2,3,0,2,0.0,999,2.2,1022.9,0,30000,6.2,2,0.0,11,1.5,0.2
30-jan-2025 05:00,1,84,7,300,2,3,0,2,0.0,999,2.5,1023.4,0,30000,6.1,2,0.0,11,1.6,0.2
30-jan-2025 06:00,1,84,7,300,2,3,0,2,0.0,999,2.3,1023.4,0,30000,6.0,2,0.0,11,1.4,-0.2
30-jan-2025 07:00,1,86,6,280,2,3,0,2,0.0,999,2.4,1023.9,0,30000,6.2,2,0.0,11,1.6,0.1
30-jan-2025 08:00,5,84,6,280,2,3,0,2,0.0,160,2.8,1024.5,0,30000,6.3,2,0.0,11,1.9,0.3
30-jan-2025 09:00,6,81,4,280,2,3,0,2,0.0,160,3.3,1024.7,0,40000,6.3,2,0.0,11,2.2,0.5
30-jan-2025 10:00,6,78,2,240,2,3,0,2,1.0,140,4.7,1024.8,0,40000,6.6,2,0.0,11,3.3,1.2
30-jan-2025 11:00,6,75,5,240,2,0,0,2,0.2,110,6.3,1025.2,0,40000,7.1,2,0.0,11,4.6,2.0
30-jan-2025 12:00,7,79,6,210,2,0,0,2,0.0,100,6.3,1024.9,0,40000,7.5,2,0.0,11,4.9,2.8
30-jan-2025 13:00,7,83,7,220,2,0,0,2,0.0,26,5.8,1024.7,0,40000,7.7,60,0.1,62,4.7,3.2
30-jan-2025 14:00,7,83,6,200,2,2,0,2,0.0,80,6.3,1023.8,0,40000,8.0,21,0.0,62,5.2,3.7
30-jan-2025 15:00,7,81,7,200,2,0,0,2,0.0,80,6.9,1023.7,0,40000,8.1,2,0.0,11,5.6,3.9
30-jan-2025 16:00,7,84,8,190,2,0,0,2,0.0,60,6.9,1023.0,0,40000,8.3,2,0.0,11,5.8,4.3
30-jan-2025 17:00,7,92,7,180,2,0,0,2,0.0,20,6.4,1022.6,0,25000,8.9,21,0.1,62,5.9,5.3
30-jan-2025 18:00,7,91,9,200,2,2,0,2,0.0,60,6.7,1022.3,0,20000,8.9,25,0.0,86,6.1,5.4
30-jan-2025 19:00,7,93,11,210,2,2,0,2,0.0,18,6.9,1022.5,0,20000,9.2,25,0.0,82,6.4,5.7
30-jan-2025 20:00,7,96,16,210,2,2,0,2,0.0,5,6.9,1021.9,0,9000,9.5,50,0.0,52,6.6,6.2
30-jan-2025 21:00,7,97,15,210,2,2,0,2,0.0,3,7.3,1021.3,0,5000,9.9,51,0.0,85,7.1,6.9
30-jan-2025 22:00,8,99,16,210,2,0,0,2,0.0,3,7.9,1020.6,0,3000,10.5,51,0.1,55,7.8,7.6
30-jan-2025 23:00,8,99,16,210,2,0,0,2,0.0,3,8.4,1020.5,0,3000,10.9,53,0.2,55,8.3,8.2
31-jan-2025 00:00,7,99,13,240,2,0,0,2,0.0,13,8.2,1021.5,0,8000,10.7,50,1.2,65,8.1,7.9
31-jan-2025 01:00,3,91,10,300,2,2,0,2,0.0,999,7.6,1022.1,0,15000,9.5,20,0.0,51,7.0,6.3
31-jan-2025 02:00,1,87,13,300,2,0,0,2,0.0,999,7.3,1022.9,0,18000,8.9,2,0.0,11,6.4,5.2
31-jan-2025 03:00,1,85,10,320,2,0,0,2,0.0,999,7.0,1023.8,0,18000,8.5,1,0.0,51,6.0,4.8
31-jan-2025 04:00,1,86,10,320,2,0,0,2,0.0,999,6.3,1024.1,0,18000,8.2,2,0.0,11,5.4,4.1
31-jan-2025 05:00,1,88,7,310,2,3,0,2,0.0,999,5.6,1024.9,0,15000,8.0,10,0.0,0,4.8,3.7
31-jan-2025 06:00,1,86,5,270,2,3,0,2,0.0,999,5.4,1025.7,0,19000,7.7,2,0.0,51,4.5,3.2
31-jan-2025 07:00,1,87,5,300,2,3,0,2,0.0,999,5.0,1026.6,0,18000,7.6,2,0.0,11,4.2,3.1
31-jan-2025 08:00,3,92,4,310,2,3,0,2,0.0,999,4.4,1027.3,0,12000,7.7,10,0.0,0,3.9,3.1
31-jan-2025 09:00,3,92,4,260,2,3,0,2,0.7,999,4.2,1027.6,0,12000,7.6,10,0.0,0,3.7,2.9
31-jan-2025 10:00,3,83,4,310,2,0,0,2,1.0,999,6.3,1027.4,0,15000,8.0,10,0.0,0,5.2,3.6
31-jan-2025 11:00,4,81,3,310,2,0,0,2,1.0,200,7.3,1027.5,0,20000,8.3,2,0.0,11,6.0,4.2
31-jan-2025 12:00,3,81,4,290,2,0,0,2,1.0,999,7.5,1027.8,0,20000,8.4,2,0.0,11,6.2,4.6
31-jan-2025 13:00,3,78,4,280,2,0,0,2,0.8,999,8.5,1027.4,0,20000,8.7,2,0.0,11,6.9,4.9
31-jan-2025 14:00,3,71,4,220,2,0,0,2,1.0,999,9.4,1027.5,0,20000,8.4,2,0.0,11,7.2,4.5
31-jan-2025 15:00,5,78,4,200,2,0,0,2,0.6,220,8.4,1027.1,0,24000,8.6,2,0.0,11,6.8,4.8
31-jan-2025 16:00,6,81,4,200,2,0,0,2,0.0,220,7.5,1027.2,0,20000,8.4,2,0.0,11,6.2,4.5
31-jan-2025 17:00,6,84,4,160,2,3,0,2,0.0,200,5.5,1027.5,0,18000,7.6,2,0.0,11,4.5,3.2
31-jan-2025 18:00,6,89,5,150,2,3,0,2,0.0,200,4.6,1028.0,0,18000,7.5,2,0.0,11,3.9,2.9
31-jan-2025 19:00,5,95,4,160,2,3,0,2,0.0,150,4.5,1028.0,0,14000,8.0,2,0.0,11,4.2,3.7
31-jan-2025 20:00,5,95,5,140,2,3,0,2,0.0,140,4.3,1028.1,0,14000,7.9,2,0.0,11,4.0,3.6
31-jan-2025 21:00,5,94,4,160,2,3,0,2,0.0,130,4.9,1027.7,0,16000,8.1,2,0.0,11,4.5,4.0
31-jan-2025 22:00,5,92,5,140,2,3,0,2,0.0,130,5.2,1027.4,0,18000,8.1,2,0.0,11,4.7,4.1
31-jan-2025 23:00,6,94,6,150,2,3,0,2,0.0,150,5.1,1026.8,0,18000,8.2,2,0.0,11,4.7,4.1
01-feb-2025 00:00,7,95,7,140,2,0,0,2,0.0,50,5.7,1026.6,0,15000,8.7,2,0.0,11,5.4,4.9
23-jul-2010 18:00,8,83,9,230,2,0,0,2,0.0,50,13.8,1022.8,0,30000,13.1,2,0.0,11,12.3,10.9
